Project,Iteration,Classifier,FeatureSelection,Sampling,CostSensitive,Precision,Recall,AUC,Kappa,F1-Score
OPENJPA,1,IBk,None,None,None,0.414,0.300,0.752,0.341,0.347
OPENJPA,1,IBk,None,None,SensitiveLearning,0.276,0.392,0.752,0.315,0.323
OPENJPA,1,IBk,None,SMOTE,None,0.410,0.392,0.768,0.394,0.401
OPENJPA,1,IBk,BestFirst,None,None,0.690,0.046,0.833,0.085,0.086
OPENJPA,2,IBk,None,None,None,0.408,0.302,0.750,0.340,0.346
OPENJPA,2,IBk,None,None,SensitiveLearning,0.278,0.389,0.750,0.315,0.324
OPENJPA,2,IBk,None,SMOTE,None,0.403,0.387,0.765,0.388,0.394
OPENJPA,2,IBk,BestFirst,None,None,0.697,0.045,0.833,0.084,0.085
