key,creationDate,resolutionDate,injectedVersion,openingVersion,fixedVersion,affectedVersion,numOfCommits
OPENJPA-74,2006-11-02,2006-11-03,0.9.0,0.9.6,0.9.6,[0.9.0],
OPENJPA-75,2006-11-06,2008-08-01,0.9.0,0.9.6,1.2.0,[0.9.0, 0.9.6, 0.9.7, 1.0.0, 1.0.1, 1.0.2, 1.1.0, 1.0.3],
OPENJPA-76,2006-11-07,2006-11-07,0.9.0,0.9.6,0.9.6,[0.9.0],
OPENJPA-77,2006-11-09,2006-12-29,0.9.6,0.9.6,0.9.7,[0.9.6],
OPENJPA-80,2006-11-13,2007-03-06,0.9.6,0.9.6,0.9.7,[0.9.6],
OPENJPA-83,2006-11-15,2007-05-02,0.9.0,0.9.6,1.0.0,[0.9.0, 0.9.6, 0.9.7],
OPENJPA-90,2006-12-15,2006-12-15,0.9.6,0.9.7,0.9.7,[0.9.6],
OPENJPA-91,2006-12-22,2008-09-18,0.9.0,0.9.7,2.0.0-M1,[0.9.0, 0.9.6, 0.9.7, 1.0.0, 1.0.1, 1.0.2, 1.1.0, 1.0.3, 1.2.0],
OPENJPA-98,2007-01-09,2007-02-05,0.9.6,0.9.7,0.9.7,[0.9.6],
OPENJPA-100,2007-01-10,2007-01-10,0.9.6,0.9.7,0.9.7,[0.9.6],
OPENJPA-104,2007-01-17,2007-01-17,0.9.6,0.9.7,0.9.7,[0.9.6],
OPENJPA-103,2007-01-17,2007-01-17,0.9.6,0.9.7,0.9.7,[0.9.6],
OPENJPA-102,2007-01-17,2007-01-17,0.9.6,0.9.7,0.9.7,[0.9.6],
OPENJPA-107,2007-01-25,2007-01-25,0.9.6,0.9.7,0.9.7,[0.9.6],
OPENJPA-109,2007-01-25,2007-01-26,0.9.6,0.9.7,0.9.7,[0.9.6],
OPENJPA-110,2007-01-25,2007-03-01,0.9.6,0.9.7,0.9.7,[0.9.6],
OPENJPA-113,2007-01-25,2007-10-24,0.9.0,0.9.7,1.0.1,[0.9.0, 0.9.6, 0.9.7, 1.0.0],
OPENJPA-112,2007-01-25,2008-06-19,0.9.0,0.9.7,1.0.3,[0.9.0, 0.9.6, 0.9.7, 1.0.0, 1.0.1, 1.0.2, 1.1.0],
OPENJPA-116,2007-01-29,2007-01-30,0.9.6,0.9.7,0.9.7,[0.9.6],
OPENJPA-115,2007-01-29,2007-02-01,0.9.6,0.9.7,0.9.7,[0.9.6],
OPENJPA-118,2007-01-31,2007-01-31,0.9.6,0.9.7,0.9.7,[0.9.6],
OPENJPA-119,2007-01-31,2007-02-02,0.9.6,0.9.7,0.9.7,[0.9.6],
OPENJPA-122,2007-02-01,2007-02-01,0.9.6,0.9.7,0.9.7,[0.9.6],
OPENJPA-121,2007-02-01,2007-03-07,0.9.6,0.9.7,0.9.7,[0.9.6],
OPENJPA-123,2007-02-01,2009-11-12,0.9.0,0.9.7,1.2.2,[0.9.0, 0.9.6, 0.9.7, 1.0.0, 1.0.1, 1.0.2, 1.1.0, 1.0.3, 1.2.0, 2.0.0-M1, 1.2.1, 2.0.0-M2, 2.0.0-M3],
OPENJPA-133,2007-02-07,2007-02-08,0.9.6,0.9.7,0.9.7,[0.9.6],
OPENJPA-132,2007-02-07,2007-03-20,0.9.0,0.9.7,0.9.7,[0.9.0, 0.9.6],
OPENJPA-134,2007-02-08,2007-04-11,0.9.0,0.9.7,0.9.7,[0.9.0, 0.9.6],
OPENJPA-140,2007-02-09,2007-02-09,0.9.6,0.9.7,0.9.7,[0.9.6],
OPENJPA-139,2007-02-09,2007-02-27,0.9.6,0.9.7,0.9.7,[0.9.6],
OPENJPA-144,2007-02-13,2007-02-16,0.9.6,0.9.7,0.9.7,[0.9.6],
OPENJPA-142,2007-02-13,2007-03-10,0.9.0,0.9.7,0.9.7,[0.9.0, 0.9.6, 0.9.6],
OPENJPA-143,2007-02-13,2007-08-16,0.9.6,0.9.7,1.0.0,[0.9.6, 0.9.7],
OPENJPA-146,2007-02-14,2007-02-20,0.9.6,0.9.7,0.9.7,[0.9.6],
OPENJPA-148,2007-02-14,2007-05-22,0.9.6,0.9.7,1.0.0,[0.9.6, 0.9.7],
OPENJPA-150,2007-02-15,2007-02-20,0.9.6,0.9.7,0.9.7,[0.9.6],
OPENJPA-155,2007-02-20,2007-02-20,0.9.6,0.9.7,0.9.7,[0.9.6],
OPENJPA-154,2007-02-20,2007-02-20,0.9.6,0.9.7,0.9.7,[0.9.6],
OPENJPA-157,2007-02-21,2007-02-21,0.9.6,0.9.7,0.9.7,[0.9.6],
OPENJPA-162,2007-03-05,2007-03-05,0.9.6,0.9.7,0.9.7,[0.9.6],
OPENJPA-173,2007-03-14,2007-05-02,0.9.6,0.9.7,1.0.0,[0.9.6, 0.9.7],
OPENJPA-174,2007-03-19,2007-03-19,0.9.6,0.9.7,0.9.7,[0.9.6],
OPENJPA-175,2007-03-19,2007-03-24,0.9.0,0.9.7,0.9.7,[0.9.0, 0.9.6, 0.9.6],
OPENJPA-177,2007-03-21,2007-07-31,0.9.6,0.9.7,1.0.0,[0.9.6, 0.9.7],
OPENJPA-179,2007-03-22,2007-04-03,0.9.6,0.9.7,0.9.7,[0.9.6, 0.9.7],
OPENJPA-180,2007-03-23,2008-09-18,0.9.0,0.9.7,2.0.0-M1,[0.9.0, 0.9.6, 0.9.7, 1.0.0, 1.1.0, 0.9.6, 0.9.7, 1.0.0, 1.0.1, 1.0.2, 1.1.0, 1.0.3, 1.2.0],
OPENJPA-185,2007-03-28,2007-04-02,0.9.0,0.9.7,0.9.7,[0.9.0, 0.9.6, 0.9.6],
OPENJPA-203,2007-04-05,2007-08-07,0.9.0,0.9.7,1.0.0,[0.9.0, 0.9.6, 0.9.6, 0.9.7],
OPENJPA-208,2007-04-06,2007-04-09,0.9.6,0.9.7,0.9.7,[0.9.6],
OPENJPA-207,2007-04-06,2009-05-01,0.9.6,0.9.7,2.0.0-M2,[0.9.6, 0.9.7, 1.0.0, 1.0.1, 1.0.2, 1.1.0, 1.0.3, 1.2.0, 2.0.0-M1, 1.2.1],
OPENJPA-219,2007-04-17,2007-04-24,0.9.0,0.9.7,0.9.7,[0.9.0, 0.9.6, 0.9.7, 0.9.6],
OPENJPA-218,2007-04-17,2009-04-02,0.9.6,0.9.7,2.0.0-M2,[0.9.6, 0.9.7, 0.9.7, 1.0.0, 1.0.1, 1.0.2, 1.1.0, 1.0.3, 1.2.0, 2.0.0-M1, 1.2.1],
OPENJPA-228,2007-04-25,2007-04-25,0.9.6,0.9.7,0.9.7,[0.9.6, 0.9.7],
OPENJPA-229,2007-04-25,2007-04-26,0.9.0,0.9.7,0.9.7,[0.9.0, 0.9.6, 0.9.7, 0.9.6],
OPENJPA-230,2007-04-27,2007-05-29,0.9.0,0.9.7,1.0.0,[0.9.0, 0.9.6, 0.9.7, 0.9.6, 0.9.7],
OPENJPA-231,2007-05-01,2008-05-12,0.9.7,1.0.0,1.1.0,[0.9.7, 1.0.0, 1.0.1, 1.0.2],
OPENJPA-233,2007-05-02,2007-05-17,0.9.7,1.0.0,1.0.0,[0.9.7],
OPENJPA-237,2007-05-07,2007-05-21,0.9.7,1.0.0,1.0.0,[0.9.7],
OPENJPA-245,2007-05-27,2008-01-29,0.9.6,1.0.0,1.0.2,[0.9.6, 0.9.7, 0.9.7, 1.0.0, 1.0.1],
OPENJPA-248,2007-05-31,2007-05-31,0.9.7,1.0.0,1.0.0,[0.9.7],
OPENJPA-251,2007-06-06,2008-01-31,0.9.7,1.0.0,1.0.2,[0.9.7, 1.0.0, 1.0.1],
OPENJPA-255,2007-06-08,2008-05-12,0.9.7,1.0.0,1.1.0,[0.9.7, 1.0.0, 1.0.0, 1.0.1, 1.0.2],
OPENJPA-256,2007-06-09,2007-08-21,0.9.6,1.0.0,1.0.0,[0.9.6, 0.9.7],
OPENJPA-258,2007-06-12,2008-01-31,0.9.6,1.0.0,1.0.2,[0.9.6, 0.9.7, 1.0.0, 1.0.1],
OPENJPA-261,2007-06-19,2007-07-20,0.9.7,1.0.0,1.0.0,[0.9.7],
OPENJPA-269,2007-06-27,2007-06-27,0.9.6,1.0.0,1.0.0,[0.9.6, 0.9.7],
OPENJPA-272,2007-06-29,2007-08-06,0.9.7,1.0.0,1.0.0,[0.9.7],
OPENJPA-274,2007-07-01,2007-07-06,0.9.0,1.0.0,1.0.0,[0.9.0, 0.9.6, 0.9.7, 0.9.6, 0.9.7],
OPENJPA-278,2007-07-05,2007-07-05,0.9.0,1.0.0,1.0.0,[0.9.0, 0.9.6, 0.9.7, 0.9.6, 0.9.7],
OPENJPA-281,2007-07-09,2007-08-05,0.9.7,1.0.0,1.0.0,[0.9.7],
OPENJPA-282,2007-07-09,2007-08-28,0.9.6,1.0.0,1.0.0,[0.9.6, 0.9.7],
OPENJPA-283,2007-07-11,2007-07-12,0.9.6,1.0.0,1.0.0,[0.9.6, 0.9.7],
OPENJPA-287,2007-07-19,2007-07-19,0.9.7,1.0.0,1.0.0,[0.9.7],
OPENJPA-286,2007-07-19,2008-07-16,0.9.7,1.0.0,1.0.3,[0.9.7, 1.0.0, 1.1.0, 1.0.0, 1.0.1, 1.0.2, 1.1.0],
OPENJPA-296,2007-07-25,2007-07-25,0.9.0,1.0.0,1.0.0,[0.9.0, 0.9.6, 0.9.7, 0.9.6, 0.9.7],
OPENJPA-295,2007-07-25,2007-08-08,0.9.6,1.0.0,1.0.0,[0.9.6, 0.9.7],
OPENJPA-303,2007-07-30,2007-07-31,0.9.7,1.0.0,1.0.0,[0.9.7, 1.0.0],
OPENJPA-304,2007-07-31,2007-07-31,0.9.7,1.0.0,1.0.0,[0.9.7],
OPENJPA-308,2007-08-07,2007-08-07,0.9.0,1.0.0,1.0.0,[0.9.0, 0.9.6, 0.9.7, 0.9.6, 0.9.7],
OPENJPA-311,2007-08-09,2007-08-10,0.9.0,1.0.0,1.0.0,[0.9.0, 0.9.6, 0.9.7, 1.0.0, 0.9.6, 0.9.7],
OPENJPA-313,2007-08-10,2007-08-16,0.9.6,1.0.0,1.0.0,[0.9.6, 0.9.7],
OPENJPA-314,2007-08-14,2007-08-20,0.9.6,1.0.0,1.0.0,[0.9.6, 0.9.7],
OPENJPA-315,2007-08-14,2007-08-29,0.9.7,1.0.0,1.0.1,[0.9.7, 1.0.0],
OPENJPA-320,2007-08-16,2007-08-17,0.9.7,1.0.0,1.0.0,[0.9.7],
OPENJPA-321,2007-08-17,2007-08-21,0.9.7,1.0.0,1.0.0,[0.9.7],
OPENJPA-325,2007-08-22,2007-08-22,0.9.0,1.0.0,1.0.0,[0.9.0, 0.9.6, 0.9.7, 0.9.6, 0.9.7],
OPENJPA-326,2007-08-22,2007-09-24,0.9.7,1.0.0,1.0.1,[0.9.7, 1.0.0],
OPENJPA-329,2007-08-22,2008-01-31,0.9.6,1.0.0,1.0.2,[0.9.6, 0.9.7, 1.0.0, 1.0.1],
OPENJPA-331,2007-08-23,2008-01-31,0.9.7,1.0.0,1.0.2,[0.9.7, 1.0.0, 1.0.0, 1.0.1],
OPENJPA-339,2007-08-27,2007-09-17,0.9.7,1.0.0,1.0.1,[0.9.7, 1.0.0],
OPENJPA-340,2007-08-28,2008-07-16,0.9.0,1.0.0,1.0.3,[0.9.0, 0.9.6, 0.9.7, 1.0.0, 1.0.1, 1.0.2, 1.1.0],
OPENJPA-343,2007-08-29,2007-09-04,0.9.7,1.0.1,1.0.1,[0.9.7, 1.0.0, 1.0.0],
OPENJPA-346,2007-08-30,2007-08-30,1.0.0,1.0.1,1.0.1,[1.0.0],
OPENJPA-347,2007-08-30,2007-08-31,1.0.0,1.0.1,1.0.1,[1.0.0],
OPENJPA-345,2007-08-30,2021-04-04,0.9.0,1.0.1,3.2.0,[0.9.0, 0.9.6, 0.9.7, 1.0.0, 0.9.6, 0.9.7, 1.0.0, 1.0.1, 1.0.2, 1.1.0, 1.0.3, 1.2.0, 2.0.0-M1, 1.2.1, 2.0.0-M2, 2.0.0-M3, 1.2.2, 2.0.0-beta, 2.0.0-beta2, 2.0.0-beta3, 2.0.0, 2.0.1, 1.0.4, 2.1.0, 2.1.1, 2.2.0, 2.2.1, 1.2.3, 2.2.2, 2.3.0, 2.4.0, 2.4.1, 2.4.2, 2.4.3, 3.0.0, 3.1.0, 3.1.1, 3.1.2],
OPENJPA-349,2007-09-05,2008-07-16,1.0.0,1.0.1,1.0.3,[1.0.0, 1.0.1, 1.0.2, 1.1.0],
OPENJPA-353,2007-09-06,2007-09-18,1.0.0,1.0.1,1.0.1,[1.0.0],
OPENJPA-354,2007-09-06,2009-03-24,0.9.0,1.0.1,2.0.0-M2,[0.9.0, 0.9.6, 0.9.7, 1.0.0, 0.9.6, 0.9.7, 1.0.0, 1.0.1, 1.0.2, 1.1.0, 1.0.3, 1.2.0, 2.0.0-M1, 1.2.1],
OPENJPA-356,2007-09-07,2007-09-07,0.9.0,1.0.1,1.0.1,[0.9.0, 0.9.6, 0.9.7, 1.0.0, 0.9.6, 0.9.7, 1.0.0],
OPENJPA-355,2007-09-07,2007-09-07,1.0.0,1.0.1,1.0.1,[1.0.0],
OPENJPA-358,2007-09-07,2007-09-20,0.9.7,1.0.1,1.0.1,[0.9.7, 1.0.0, 1.0.0],
OPENJPA-357,2007-09-07,2007-09-20,0.9.7,1.0.1,1.0.1,[0.9.7, 1.0.0, 1.0.0],
OPENJPA-360,2007-09-08,2007-09-18,1.0.0,1.0.1,1.0.1,[1.0.0, 1.0.1, 1.1.0],
OPENJPA-359,2007-09-08,2008-02-26,1.0.0,1.0.1,1.1.0,[1.0.0, 1.0.1, 1.0.2],
OPENJPA-363,2007-09-09,2007-09-09,0.9.0,1.0.1,1.0.1,[0.9.0, 0.9.6, 0.9.7, 1.0.0, 0.9.6, 0.9.7, 1.0.0],
OPENJPA-361,2007-09-09,2007-09-11,1.0.0,1.0.1,1.0.1,[1.0.0],
OPENJPA-367,2007-09-12,2007-10-30,1.0.0,1.0.1,1.0.1,[1.0.0],
OPENJPA-366,2007-09-12,2008-01-31,1.0.0,1.0.1,1.0.2,[1.0.0, 1.0.1],
OPENJPA-365,2007-09-12,2008-07-16,0.9.6,1.0.1,1.0.3,[0.9.6, 0.9.7, 1.0.0, 1.0.1, 1.0.2, 1.1.0],
OPENJPA-368,2007-09-13,2007-10-03,0.9.7,1.0.1,1.0.1,[0.9.7, 1.0.0, 1.0.0],
OPENJPA-369,2007-09-14,2007-10-15,1.0.0,1.0.1,1.0.1,[1.0.0],
OPENJPA-375,2007-09-18,2007-09-21,1.0.0,1.0.1,1.0.1,[1.0.0, 1.0.1, 1.1.0],
OPENJPA-378,2007-09-20,2007-09-21,1.0.0,1.0.1,1.0.1,[1.0.0, 1.0.1, 1.1.0],
OPENJPA-380,2007-09-21,2007-09-21,0.9.0,1.0.1,1.0.1,[0.9.0, 0.9.6, 0.9.7, 1.0.0, 0.9.6, 0.9.7, 1.0.0],
OPENJPA-379,2007-09-21,2007-09-21,0.9.0,1.0.1,1.0.1,[0.9.0, 0.9.6, 0.9.7, 1.0.0, 0.9.6, 0.9.7, 1.0.0],
OPENJPA-382,2007-09-24,2011-02-25,0.9.0,1.0.1,2.1.1,[0.9.0, 0.9.6, 0.9.7, 1.0.0, 1.0.1, 1.0.2, 1.1.0, 1.0.3, 1.2.0, 2.0.0-M1, 1.2.1, 2.0.0-M2, 2.0.0-M3, 1.2.2, 2.0.0-beta, 2.0.0-beta2, 2.0.0-beta3, 2.0.0, 2.0.1, 1.0.4, 2.1.0],
OPENJPA-385,2007-09-26,2007-09-27,1.0.0,1.0.1,1.0.1,[1.0.0, 1.0.1, 1.1.0],
OPENJPA-386,2007-09-27,2009-08-27,0.9.7,1.0.1,2.0.0-M3,[0.9.7, 1.0.0, 1.0.2, 1.1.0, 1.2.1, 1.0.0, 1.0.1, 1.0.2, 1.1.0, 1.0.3, 1.2.0, 2.0.0-M1, 1.2.1, 2.0.0-M2],
OPENJPA-387,2007-09-28,2007-10-01,1.0.0,1.0.1,1.0.1,[1.0.0],
OPENJPA-388,2007-09-28,2007-10-30,1.0.0,1.0.1,1.0.1,[1.0.0],
OPENJPA-389,2007-10-01,2007-10-01,1.0.0,1.0.1,1.0.1,[1.0.0, 1.0.1, 1.1.0],
OPENJPA-392,2007-10-04,2008-05-01,0.9.0,1.0.1,1.1.0,[0.9.0, 0.9.6, 0.9.7, 1.0.0, 0.9.6, 0.9.7, 1.0.0, 1.0.1, 1.0.2],
OPENJPA-393,2007-10-06,2008-07-29,1.0.0,1.0.1,1.2.0,[1.0.0, 1.0.1, 1.0.2, 1.1.0, 1.0.3],
OPENJPA-397,2007-10-08,2007-10-08,1.0.0,1.0.1,1.0.1,[1.0.0],
OPENJPA-395,2007-10-08,2007-10-08,1.0.0,1.0.1,1.0.1,[1.0.0, 1.0.1, 1.1.0],
OPENJPA-396,2007-10-08,2007-10-09,1.0.0,1.0.1,1.0.1,[1.0.0, 1.0.1, 1.1.0],
OPENJPA-401,2007-10-12,2008-02-05,1.0.0,1.0.1,1.0.2,[1.0.0, 1.0.1],
OPENJPA-405,2007-10-16,2007-10-16,0.9.7,1.0.1,1.0.1,[0.9.7, 1.0.0],
OPENJPA-409,2007-10-18,2007-10-18,1.0.0,1.0.1,1.0.1,[1.0.0, 1.0.1, 1.1.0],
OPENJPA-410,2007-10-19,2007-10-29,1.0.0,1.0.1,1.0.1,[1.0.0, 1.0.1, 1.1.0],
OPENJPA-413,2007-10-23,2007-10-30,1.0.0,1.0.1,1.0.1,[1.0.0],
OPENJPA-416,2007-10-24,2007-10-24,0.9.6,1.0.1,1.0.1,[0.9.6, 0.9.7, 1.0.0, 0.9.7, 1.0.0],
OPENJPA-420,2007-10-26,2008-01-31,1.0.0,1.0.1,1.0.2,[1.0.0, 1.0.1],
OPENJPA-419,2007-10-26,2008-02-04,0.9.0,1.0.1,1.0.2,[0.9.0, 0.9.6, 0.9.7, 1.0.0, 0.9.6, 0.9.7, 1.0.0, 1.0.1],
OPENJPA-422,2007-10-27,2007-10-27,1.0.0,1.0.1,1.0.1,[1.0.0],
OPENJPA-421,2007-10-27,2007-10-29,1.0.0,1.0.1,1.0.1,[1.0.0, 1.0.1, 1.1.0],
OPENJPA-423,2007-10-28,2007-10-29,0.9.6,1.0.1,1.0.1,[0.9.6, 0.9.7, 1.0.0, 0.9.7, 1.0.0],
OPENJPA-424,2007-10-29,2008-08-01,1.0.0,1.0.1,1.2.0,[1.0.0, 1.0.1, 1.0.2, 1.1.0, 1.0.3],
OPENJPA-425,2007-10-30,2008-08-02,1.0.0,1.0.1,1.2.0,[1.0.0, 1.0.1, 1.0.2, 1.1.0, 1.0.3],
OPENJPA-427,2007-11-01,2007-11-15,1.0.0,1.0.1,1.0.2,[1.0.0, 1.1.0, 1.0.1],
OPENJPA-428,2007-11-01,2012-08-08,1.0.0,1.0.1,2.2.1,[1.0.0, 1.0.1, 1.0.2, 1.1.0, 1.0.3, 1.2.0, 2.0.0-M1, 1.2.1, 2.0.0-M2, 2.0.0-M3, 1.2.2, 2.0.0-beta, 2.0.0-beta2, 2.0.0-beta3, 2.0.0, 2.0.1, 1.0.4, 2.1.0, 2.1.1, 2.2.0],
OPENJPA-434,2007-11-06,2008-08-02,1.0.0,1.0.1,1.2.0,[1.0.0, 1.0.1, 1.0.2, 1.1.0, 1.0.3],
OPENJPA-437,2007-11-08,2008-01-25,1.0.0,1.0.1,1.0.2,[1.0.0, 1.0.1, 1.0.2, 1.1.0, 1.0.1],
OPENJPA-438,2007-11-09,2008-08-02,1.0.0,1.0.1,1.2.0,[1.0.0, 1.0.1, 1.0.2, 1.1.0, 1.0.3],
OPENJPA-439,2007-11-10,2007-11-12,0.9.0,1.0.2,1.0.2,[0.9.0, 0.9.6, 0.9.7, 1.0.0, 1.0.1, 1.0.2, 1.1.0, 0.9.6, 0.9.7, 1.0.0, 1.0.1],
OPENJPA-440,2007-11-10,2007-12-18,1.0.0,1.0.2,1.0.2,[1.0.0, 1.1.0, 1.0.1],
OPENJPA-446,2007-11-19,2007-11-20,1.0.1,1.0.2,1.0.2,[1.0.1],
OPENJPA-452,2007-11-26,2008-01-02,1.0.0,1.0.2,1.0.2,[1.0.0, 1.0.1],
OPENJPA-455,2007-11-27,2008-01-30,1.0.0,1.0.2,1.0.2,[1.0.0, 1.0.1, 1.0.1],
OPENJPA-457,2007-12-02,2008-08-02,0.9.7,1.0.2,1.2.0,[0.9.7, 1.0.0, 1.0.1, 1.0.0, 1.0.1, 1.0.2, 1.1.0, 1.0.3],
OPENJPA-458,2007-12-03,2008-07-16,1.0.1,1.0.2,1.0.3,[1.0.1, 1.0.2, 1.1.0],
OPENJPA-459,2007-12-05,2009-11-12,1.0.0,1.0.2,1.2.2,[1.0.0, 1.0.1, 1.0.2, 1.1.0, 1.0.3, 1.2.0, 2.0.0-M1, 1.2.1, 2.0.0-M2, 2.0.0-M3],
OPENJPA-462,2007-12-06,2008-07-16,0.9.7,1.0.2,1.0.3,[0.9.7, 1.0.0, 1.0.1, 1.0.2, 1.1.0],
OPENJPA-466,2007-12-13,2009-10-31,1.0.0,1.0.2,1.2.2,[1.0.0, 1.0.1, 1.1.0, 1.2.0, 1.0.1, 1.0.2, 1.1.0, 1.0.3, 1.2.0, 2.0.0-M1, 1.2.1, 2.0.0-M2, 2.0.0-M3],
OPENJPA-472,2007-12-19,2008-01-10,1.0.1,1.0.2,1.0.2,[1.0.1],
OPENJPA-471,2007-12-19,2008-01-10,1.0.1,1.0.2,1.0.2,[1.0.1],
OPENJPA-470,2007-12-19,2008-07-16,0.9.0,1.0.2,1.0.3,[0.9.0, 0.9.6, 0.9.7, 1.0.0, 1.0.1, 0.9.6, 0.9.7, 1.0.0, 1.0.1, 1.0.2, 1.1.0],
OPENJPA-484,2008-01-11,2008-02-20,1.0.1,1.0.2,1.1.0,[1.0.1, 1.1.0, 1.0.2],
OPENJPA-485,2008-01-14,2008-08-01,0.9.7,1.0.2,1.2.0,[0.9.7, 1.0.0, 1.0.1, 1.0.2, 1.1.0, 1.0.3],
OPENJPA-489,2008-01-16,2008-01-16,1.0.0,1.0.2,1.0.2,[1.0.0, 1.0.1, 1.0.1],
OPENJPA-495,2008-01-16,2008-06-19,1.0.0,1.0.2,1.0.3,[1.0.0, 1.0.1, 1.0.2, 1.1.0],
OPENJPA-494,2008-01-16,2008-07-17,1.0.0,1.0.2,1.0.3,[1.0.0, 1.0.1, 1.1.0, 1.0.1, 1.0.2, 1.1.0],
OPENJPA-493,2008-01-16,2008-09-30,1.0.0,1.0.2,2.0.0-M1,[1.0.0, 1.0.1, 1.0.1, 1.0.2, 1.1.0, 1.0.3, 1.2.0],
OPENJPA-497,2008-01-18,2008-08-02,1.0.1,1.0.2,1.2.0,[1.0.1, 1.0.2, 1.1.0, 1.0.3],
OPENJPA-504,2008-01-25,2008-05-13,1.0.1,1.0.2,1.1.0,[1.0.1, 1.0.2],
OPENJPA-508,2008-02-01,2008-02-02,1.0.0,1.0.2,1.0.2,[1.0.0, 1.0.1, 1.0.1],
OPENJPA-509,2008-02-05,2008-06-19,1.0.0,1.0.2,1.0.3,[1.0.0, 1.0.1, 1.0.2, 1.1.0],
OPENJPA-511,2008-02-06,2008-02-07,1.0.1,1.0.2,1.0.2,[1.0.1],
OPENJPA-512,2008-02-08,2008-02-19,0.9.0,1.0.2,1.1.0,[0.9.0, 0.9.6, 0.9.7, 1.0.0, 1.0.1, 0.9.6, 0.9.7, 1.0.0, 1.0.1, 1.0.2],
OPENJPA-516,2008-02-14,2008-02-14,1.0.0,1.0.2,1.0.2,[1.0.0, 1.0.1, 1.0.2, 1.0.1],
OPENJPA-518,2008-02-15,2008-02-20,1.0.1,1.0.2,1.1.0,[1.0.1, 1.0.2],
OPENJPA-524,2008-02-26,2008-06-19,1.0.2,1.1.0,1.0.3,[1.0.2, 1.1.0],
OPENJPA-525,2008-02-27,2009-09-27,1.0.0,1.1.0,2.0.0-M3,[1.0.0, 1.0.2, 1.1.0, 1.2.1, 2.0.0, 1.0.1, 1.0.2, 1.1.0, 1.0.3, 1.2.0, 2.0.0-M1, 1.2.1, 2.0.0-M2],
OPENJPA-526,2008-02-27,2010-09-20,1.0.0,1.1.0,2.1.0,[1.0.0, 1.0.2, 1.1.0, 1.2.0, 1.0.1, 1.0.2, 1.1.0, 1.0.3, 1.2.0, 2.0.0-M1, 1.2.1, 2.0.0-M2, 2.0.0-M3, 1.2.2, 2.0.0-beta, 2.0.0-beta2, 2.0.0-beta3, 2.0.0, 2.0.1, 1.0.4],
OPENJPA-527,2008-02-28,2008-06-17,1.0.2,1.1.0,1.0.3,[1.0.2, 1.1.0],
OPENJPA-528,2008-02-29,2008-03-24,1.0.1,1.1.0,1.1.0,[1.0.1, 1.0.2],
OPENJPA-533,2008-03-06,2008-06-18,1.0.0,1.1.0,1.0.3,[1.0.0, 1.0.1, 1.0.2, 1.1.0],
OPENJPA-535,2008-03-11,2008-03-11,1.0.2,1.1.0,1.1.0,[1.0.2],
OPENJPA-536,2008-03-13,2008-04-27,1.0.2,1.1.0,1.1.0,[1.0.2, 1.0.3],
OPENJPA-537,2008-03-17,2008-03-21,1.0.0,1.1.0,1.1.0,[1.0.0, 1.0.1, 1.0.2, 1.0.1, 1.0.2],
OPENJPA-540,2008-03-19,2008-03-25,1.0.0,1.1.0,1.1.0,[1.0.0, 1.0.1, 1.0.2, 1.1.0, 1.0.3, 1.0.1, 1.0.2],
