@relation OPENJPA_Training_5

@attribute Release numeric
@attribute LOC numeric
@attribute #Parameters numeric
@attribute #Authors numeric
@attribute #Revisions numeric
@attribute StmtAdded numeric
@attribute StmtDeleted numeric
@attribute MaxChurn numeric
@attribute AvgChurn numeric
@attribute #Branches numeric
@attribute NestingDepth numeric
@attribute NFix numeric
@attribute ComplexityDensity numeric
@attribute Buggy {no,yes}

@data
5,1,1,1,1,1,0,1,1,0,0,0,0,no
5,1,1,1,1,1,0,1,1,0,0,0,0,no
5,1,1,1,1,1,0,1,1,0,0,0,0,no
5,1,1,1,1,1,0,1,1,0,0,0,0,no
5,1,1,1,1,1,0,1,1,0,0,0,0,no
5,1,1,1,1,1,0,1,1,0,0,0,0,no
5,1,1,1,1,1,0,1,1,0,0,0,0,no
5,1,0,1,1,1,0,1,1,0,0,0,0,no
5,1,0,1,1,1,0,1,1,0,0,0,0,no
5,19,1,3,3,19,0,14,6.333333,6,3,0,0,no
5,1,0,2,2,1,0,1,0.5,0,0,0,0,no
5,1,1,1,1,1,0,1,1,0,0,0,0,no
5,1,1,1,1,1,0,1,1,0,0,0,0,no
5,1,1,1,1,1,0,1,1,0,0,0,0,no
5,1,1,1,1,1,0,1,1,0,0,0,0,no
5,1,1,1,1,1,0,1,1,0,0,0,0,no
5,1,1,1,1,1,0,1,1,0,0,0,0,no
5,1,1,1,1,1,0,1,1,0,0,0,0,no
5,1,1,1,1,1,0,1,1,0,0,0,0,no
5,1,1,1,1,1,0,1,1,0,0,0,0,no
5,1,1,1,1,1,0,1,1,0,0,0,0,no
5,1,0,1,1,1,0,1,1,0,0,0,0,no
5,6,1,2,3,6,0,5,2,2,1,0,0,no
5,1,0,1,1,1,0,1,1,0,0,0,0,no
5,0,0,1,1,0,0,0,0,0,0,0,0,no
5,0,1,1,1,0,0,0,0,0,0,0,0,no
5,0,0,1,1,0,0,0,0,0,0,0,0,no
5,0,1,1,1,0,0,0,0,0,0,0,0,no
5,0,0,1,1,0,0,0,0,0,0,0,0,no
5,0,1,1,1,0,0,0,0,0,0,0,0,no
5,0,0,1,1,0,0,0,0,0,0,0,0,no
5,0,1,1,1,0,0,0,0,0,0,0,0,no
5,0,0,1,1,0,0,0,0,0,0,0,0,no
5,0,1,1,1,0,0,0,0,0,0,0,0,no
5,0,0,1,1,0,0,0,0,0,0,0,0,no
5,0,0,1,1,0,0,0,0,0,0,0,0,no
5,0,1,1,1,0,0,0,0,0,0,0,0,no
5,0,1,1,1,0,0,0,0,0,0,0,0,no
5,0,0,1,1,0,0,0,0,0,0,0,0,no
5,0,0,1,1,0,0,0,0,0,0,0,0,no
5,0,1,1,1,0,0,0,0,0,0,0,0,no
5,0,1,1,1,0,0,0,0,0,0,0,0,no
5,0,0,1,1,0,0,0,0,0,0,0,0,no
5,0,1,1,1,0,0,0,0,0,0,0,0,no
5,0,0,1,1,0,0,0,0,0,0,0,0,no
5,0,1,1,1,0,0,0,0,0,0,0,0,no
5,0,0,1,1,0,0,0,0,0,0,0,0,no
5,0,1,1,1,0,0,0,0,0,0,0,0,no
5,0,0,1,1,0,0,0,0,0,0,0,0,no
5,0,1,1,1,0,0,0,0,0,0,0,0,no
5,0,0,1,1,0,0,0,0,0,0,0,0,no
5,0,0,1,1,0,0,0,0,0,0,0,0,no
5,0,1,1,1,0,0,0,0,0,0,0,0,no
5,0,1,1,1,0,0,0,0,0,0,0,0,no
5,0,0,1,1,0,0,0,0,0,0,0,0,no
5,0,1,1,1,0,0,0,0,0,0,0,0,no
5,0,0,1,1,0,0,0,0,0,0,0,0,no
5,0,1,1,1,0,0,0,0,0,0,0,0,no
5,0,0,1,1,0,0,0,0,0,0,0,0,no
5,0,1,1,1,0,0,0,0,0,0,0,0,no
5,0,0,1,1,0,0,0,0,0,0,0,0,no
5,0,1,1,1,0,0,0,0,0,0,0,0,no
5,0,0,1,1,0,0,0,0,0,0,0,0,no
5,0,1,1,1,0,0,0,0,0,0,0,0,no
5,0,0,1,1,0,0,0,0,0,0,0,0,no
5,0,1,1,1,0,0,0,0,0,0,0,0,no
5,0,0,1,1,0,0,0,0,0,0,0,0,no
5,0,1,1,1,0,0,0,0,0,0,0,0,no
5,0,0,1,1,0,0,0,0,0,0,0,0,no
5,0,1,1,1,0,0,0,0,0,0,0,0,no
5,0,0,1,1,0,0,0,0,0,0,0,0,no
5,0,1,1,1,0,0,0,0,0,0,0,0,no
5,0,0,1,1,0,0,0,0,0,0,0,0,no
5,0,1,1,1,0,0,0,0,0,0,0,0,no
5,0,0,1,1,0,0,0,0,0,0,0,0,no
5,0,0,1,1,0,0,0,0,0,0,0,0,no
5,0,1,1,1,0,0,0,0,0,0,0,0,no
5,0,0,1,1,0,0,0,0,0,0,0,0,no
5,0,1,1,1,0,0,0,0,0,0,0,0,no
5,0,0,1,1,0,0,0,0,0,0,0,0,no
5,0,0,1,1,0,0,0,0,0,0,0,0,no
5,0,1,1,1,0,0,0,0,0,0,0,0,no
5,0,1,1,1,0,0,0,0,0,0,0,0,no
5,0,0,1,1,0,0,0,0,0,0,0,0,no
5,0,1,1,1,0,0,0,0,0,0,0,0,no
5,0,0,1,1,0,0,0,0,0,0,0,0,no
5,0,1,1,1,0,0,0,0,0,0,0,0,no
5,0,0,1,1,0,0,0,0,0,0,0,0,no
5,0,1,1,1,0,0,0,0,0,0,0,0,no
5,0,0,1,1,0,0,0,0,0,0,0,0,no
5,0,0,1,1,0,0,0,0,0,0,0,0,no
5,0,1,1,1,0,0,0,0,0,0,0,0,no
5,0,1,1,1,0,0,0,0,0,0,0,0,no
5,1,1,2,2,2,1,2,1.5,0,0,0,0,no
5,1,0,1,1,1,0,1,1,0,0,0,0,no
5,1,1,2,2,2,1,2,1.5,0,0,0,0,no
5,1,0,1,1,1,0,1,1,0,0,0,0,no
5,1,1,2,2,2,1,2,1.5,0,0,0,0,no
5,1,0,1,1,1,0,1,1,0,0,0,0,no
5,1,1,2,2,2,1,2,1.5,0,0,0,0,no
5,1,0,1,1,1,0,1,1,0,0,0,0,no
5,1,1,2,2,2,1,2,1.5,0,0,0,0,no
5,1,0,1,1,1,0,1,1,0,0,0,0,no
5,1,1,2,2,2,1,2,1.5,0,0,0,0,no
5,1,0,1,1,1,0,1,1,0,0,0,0,no
5,1,1,2,2,2,1,2,1.5,0,0,0,0,no
5,1,0,1,1,1,0,1,1,0,0,0,0,no
5,1,1,2,2,2,1,2,1.5,0,0,0,0,no
5,1,0,1,1,1,0,1,1,0,0,0,0,no
5,1,1,2,2,2,1,2,1.5,0,0,0,0,no
5,1,0,1,1,1,0,1,1,0,0,0,0,no
5,1,1,2,2,2,1,2,1.5,0,0,0,0,no
5,1,0,1,1,1,0,1,1,0,0,0,0,no
5,1,1,2,2,2,1,2,1.5,0,0,0,0,no
5,1,0,1,1,1,0,1,1,0,0,0,0,no
5,1,1,2,2,2,1,2,1.5,0,0,0,0,no
5,1,0,1,1,1,0,1,1,0,0,0,0,no
5,1,1,2,2,2,1,2,1.5,0,0,0,0,no
5,1,0,1,1,1,0,1,1,0,0,0,0,no
5,1,1,2,2,2,1,2,1.5,0,0,0,0,no
5,1,0,1,1,1,0,1,1,0,0,0,0,no
5,1,1,2,2,2,1,2,1.5,0,0,0,0,no
5,1,0,1,1,1,0,1,1,0,0,0,0,no
5,1,1,2,2,2,1,2,1.5,0,0,0,0,no
5,1,0,1,1,1,0,1,1,0,0,0,0,no
5,1,1,2,2,2,1,2,1.5,0,0,0,0,no
5,1,0,1,1,1,0,1,1,0,0,0,0,no
5,1,1,2,2,2,1,2,1.5,0,0,0,0,no
5,3,0,1,1,3,0,3,3,1,1,0,0,no
5,1,1,2,2,2,1,2,1.5,0,0,0,0,no
5,1,0,1,1,1,0,1,1,0,0,0,0,no
5,1,1,2,2,2,1,2,1.5,0,0,0,0,no
5,3,0,1,1,3,0,3,3,1,1,0,0,no
5,1,1,2,2,2,1,2,1.5,0,0,0,0,no
5,1,0,1,1,1,0,1,1,0,0,0,0,no
5,3,1,2,2,4,1,4,2.5,2,1,0,0,no
5,17,0,3,3,17,0,17,5.666667,4,4,0,0,no
5,1,1,2,2,2,1,2,1.5,0,0,0,0,no
5,1,0,1,1,1,0,1,1,0,0,0,0,no
5,1,1,2,2,2,1,2,1.5,0,0,0,0,no
5,3,0,1,1,3,0,3,3,1,1,0,0,no
5,1,1,2,2,2,1,2,1.5,0,0,0,0,no
5,1,0,1,1,1,0,1,1,0,0,0,0,no
5,1,0,1,1,1,0,1,1,0,0,0,0,no
5,1,1,2,2,2,1,2,1.5,0,0,0,0,no
5,1,0,1,1,1,0,1,1,0,0,0,0,no
5,1,1,2,2,2,1,2,1.5,0,0,0,0,no
5,3,0,1,1,3,0,3,3,1,1,0,0,no
5,1,1,2,2,2,1,2,1.5,0,0,0,0,no
5,1,0,1,1,1,0,1,1,0,0,0,0,no
5,1,1,2,2,2,1,2,1.5,0,0,0,0,no
5,3,0,1,1,3,0,3,3,1,1,0,0,no
5,1,0,1,1,1,0,1,1,0,0,0,0,no
5,1,1,2,2,2,1,2,1.5,0,0,0,0,no
5,1,0,1,1,1,0,1,1,0,0,0,0,no
5,1,1,2,2,2,1,2,1.5,0,0,0,0,no
5,1,0,1,1,1,0,1,1,0,0,0,0,no
5,1,1,2,2,2,1,2,1.5,0,0,0,0,no
5,3,0,1,1,3,0,3,3,1,1,0,0,no
5,1,0,1,1,1,0,1,1,0,0,0,0,no
5,1,0,2,2,1,0,1,0.5,0,0,0,0,no
5,5,2,1,1,5,0,5,5,3,1,0,0,no
5,4,0,1,1,4,0,4,4,1,1,0,0,no
5,7,1,2,2,8,1,8,4.5,2,1,0,0,no
5,12,2,1,1,12,0,12,12,6,2,0,0,no
5,11,0,3,3,11,0,11,3.666667,4,3,0,0,no
5,7,1,2,2,8,1,8,4.5,2,1,0,0,no
5,7,0,1,1,7,0,7,7,2,1,0,0,no
5,1,1,1,1,1,0,1,1,0,0,0,0,no
5,13,1,1,1,13,0,13,13,4,2,0,0,no
5,12,2,1,1,12,0,12,12,3,2,0,0,no
5,7,0,1,1,7,0,7,7,2,1,0,0,no
5,6,1,2,2,6,0,5,3,3,2,0,0,no
5,1,1,1,1,1,0,1,1,0,0,0,0,no
5,1,0,1,1,1,0,1,1,0,0,0,0,no
5,4,1,3,5,4,0,2,0.8,1,1,0,0,no
5,1,2,1,1,1,0,1,1,0,0,0,0,no
5,1,2,1,1,1,0,1,1,0,0,0,0,no
5,1,3,1,1,1,0,1,1,0,0,0,0,no
5,42,4,2,3,42,0,42,14,20,3,0,0,no
5,11,4,2,2,11,0,11,5.5,4,3,0,0,no
5,0,0,1,1,0,0,0,0,0,0,0,0,no
5,1,1,1,1,1,0,1,1,0,0,0,0,no
5,0,0,1,1,0,0,0,0,0,0,0,0,no
5,1,0,1,1,1,0,1,1,0,0,0,0,no
5,1,1,1,1,1,0,1,1,0,0,0,0,no
5,3,2,1,1,3,0,3,3,0,0,0,0,no
5,1,0,1,1,1,0,1,1,0,0,0,0,no
5,0,1,1,1,0,0,0,0,0,0,0,0,no
5,0,1,1,1,0,0,0,0,0,0,0,0,no
5,1,0,1,1,1,0,1,1,0,0,0,0,no
5,1,1,1,1,1,0,1,1,0,0,0,0,no
5,1,0,1,1,1,0,1,1,0,0,0,0,no
5,2,1,1,1,2,0,2,2,0,0,0,0,no
5,2,1,1,1,2,0,2,2,0,0,0,0,no
5,1,1,1,1,1,0,1,1,0,0,0,0,no
5,10,2,2,2,12,2,12,7,3,2,0,0,yes
5,9,2,2,2,11,2,11,6.5,3,2,0,0,no
5,9,3,2,2,11,2,11,6.5,3,2,0,0,no
5,0,2,1,1,0,0,0,0,0,0,0,0,no
5,0,0,1,1,0,0,0,0,0,0,0,0,no
5,0,2,1,1,0,0,0,0,0,0,0,0,no
5,0,0,1,1,0,0,0,0,0,0,0,0,no
5,1,2,1,1,1,0,1,1,0,0,0,0,no
5,0,3,1,1,0,0,0,0,0,0,0,0,no
5,1,1,1,1,1,0,1,1,0,0,0,0,no
5,17,1,2,4,20,3,11,5.75,5,4,0,0,no
5,27,1,2,4,27,0,15,6.75,9,5,0,0,no
5,1,0,1,1,1,0,1,1,0,0,0,0,no
5,2,1,1,1,2,0,2,2,0,0,0,0,no
5,0,0,1,1,0,0,0,0,0,0,0,0,no
5,0,0,1,1,0,0,0,0,0,0,0,0,no
5,8,2,1,1,8,0,8,8,1,3,0,0,no
5,19,3,1,1,19,0,19,19,6,3,0,0,no
5,0,0,1,1,0,0,0,0,0,0,0,0,no
5,0,2,1,1,0,0,0,0,0,0,0,0,no
5,0,3,1,1,0,0,0,0,0,0,0,0,no
5,18,5,2,2,22,4,22,13,10,7,0,0,no
5,4,2,1,1,4,0,4,4,1,1,0,0,no
5,21,5,1,1,21,0,21,21,9,2,0,0,no
5,4,4,1,1,4,0,4,4,1,1,0,0,no
5,19,5,1,1,19,0,19,19,8,2,0,0,no
5,4,4,1,1,4,0,4,4,1,1,0,0,no
5,15,6,1,1,15,0,15,15,6,2,0,0,no
5,10,6,1,1,10,0,10,10,4,2,0,0,no
5,4,4,1,1,4,0,4,4,1,1,0,0,no
5,10,1,1,1,10,0,10,10,3,1,0,0,no
5,1,0,1,1,1,0,1,1,0,0,0,0,no
5,1,1,1,1,1,0,1,1,0,0,0,0,no
5,1,1,1,1,1,0,1,1,0,0,0,0,no
5,1,0,1,1,1,0,1,1,0,0,0,0,no
5,1,1,1,1,1,0,1,1,0,0,0,0,no
5,8,1,1,1,8,0,8,8,2,1,0,0,no
5,6,1,1,1,6,0,6,6,0,0,0,0,no
5,3,1,1,1,3,0,3,3,1,1,0,0,no
5,7,2,1,1,7,0,7,7,4,2,0,0,no
5,8,1,1,1,8,0,8,8,1,2,0,0,no
5,5,3,1,1,5,0,5,5,2,1,0,0,no
5,49,5,2,2,49,0,49,24.5,14,6,0,0,no
5,1,0,1,1,1,0,1,1,0,0,0,0,no
5,1,2,1,1,1,0,1,1,0,0,0,0,no
5,1,0,1,1,1,0,1,1,0,0,0,0,no
5,28,3,1,1,28,0,28,28,4,2,0,0,no
5,36,5,2,2,36,0,36,18,15,3,0,0,no
5,11,3,1,1,11,0,11,11,4,1,0,0,no
5,24,3,2,2,24,0,24,12,11,3,0,0,no
5,3,1,1,1,3,0,3,3,1,1,0,0,no
5,10,4,1,1,10,0,10,10,1,1,0,0,no
5,14,3,2,2,53,39,53,46,3,1,0,0,no
5,12,2,1,1,12,0,12,12,1,1,0,0,no
5,19,3,1,1,19,0,19,19,3,2,0,0,no
5,13,1,1,1,13,0,13,13,5,4,0,0,no
5,5,2,1,1,5,0,5,5,0,0,0,0,no
5,18,4,1,1,18,0,18,18,6,4,0,0,no
5,1,2,1,1,1,0,1,1,0,0,0,0,no
5,7,2,1,1,7,0,7,7,4,2,0,0,no
5,1,0,1,1,1,0,1,1,0,0,0,0,no
5,4,0,1,1,4,0,4,4,1,2,0,0,no
5,5,1,1,1,5,0,5,5,1,2,0,0,no
5,4,0,1,1,4,0,4,4,1,2,0,0,no
5,4,1,1,1,4,0,4,4,1,2,0,0,no
5,5,1,1,1,5,0,5,5,1,2,0,0,no
5,4,0,1,1,4,0,4,4,1,2,0,0,no
5,5,1,1,1,5,0,5,5,1,2,0,0,no
5,4,0,1,1,4,0,4,4,1,2,0,0,no
5,5,1,1,1,5,0,5,5,1,2,0,0,no
5,4,0,1,1,4,0,4,4,1,2,0,0,no
5,5,1,1,1,5,0,5,5,1,2,0,0,no
5,4,0,1,1,4,0,4,4,1,2,0,0,no
5,5,1,1,1,5,0,5,5,1,2,0,0,no
5,4,0,1,1,4,0,4,4,1,2,0,0,no
5,4,1,1,1,4,0,4,4,1,2,0,0,no
5,5,1,1,1,5,0,5,5,1,2,0,0,no
5,5,1,1,1,5,0,5,5,1,2,0,0,no
5,5,1,1,1,5,0,5,5,1,2,0,0,no
5,5,1,1,1,5,0,5,5,1,2,0,0,no
5,5,0,1,1,5,0,5,5,1,2,0,0,no
5,4,0,1,1,4,0,4,4,1,2,0,0,no
5,5,1,1,1,5,0,5,5,1,2,0,0,no
5,4,1,1,1,4,0,4,4,1,2,0,0,no
5,4,0,1,1,4,0,4,4,1,2,0,0,no
5,0,0,1,1,0,0,0,0,0,0,0,0,no
5,1,0,2,2,1,0,1,0.5,0,0,0,0,no
5,1,0,1,1,1,0,1,1,0,0,0,0,no
5,1,1,1,1,1,0,1,1,0,0,0,0,no
5,3,0,1,1,3,0,3,3,2,1,0,0,no
5,1,0,1,1,1,0,1,1,0,0,0,0,no
5,1,0,1,1,1,0,1,1,0,0,0,0,no
5,3,1,1,1,3,0,3,3,1,1,0,0,no
5,5,0,2,2,5,0,5,2.5,1,1,0,0,no
5,3,1,1,1,3,0,3,3,0,0,0,0,no
5,6,1,1,1,6,0,6,6,1,1,0,0,no
5,6,1,1,1,6,0,6,6,1,1,0,0,no
5,8,0,1,1,8,0,8,8,1,2,0,0,no
5,1,0,1,1,1,0,1,1,0,0,0,0,no
5,9,2,1,1,9,0,9,9,1,2,0,0,no
5,19,1,2,3,19,0,19,6.333333,4,3,0,0,no
5,0,0,1,1,0,0,0,0,0,0,0,0,no
5,0,1,1,1,0,0,0,0,0,0,0,0,no
5,0,0,1,1,0,0,0,0,0,0,0,0,no
5,0,1,1,1,0,0,0,0,0,0,0,0,no
5,0,1,1,1,0,0,0,0,0,0,0,0,no
5,0,0,1,1,0,0,0,0,0,0,0,0,no
5,0,1,1,1,0,0,0,0,0,0,0,0,no
5,0,0,1,1,0,0,0,0,0,0,0,0,no
5,0,1,1,1,0,0,0,0,0,0,0,0,no
5,0,0,1,1,0,0,0,0,0,0,0,0,no
5,0,1,1,1,0,0,0,0,0,0,0,0,no
5,0,0,1,1,0,0,0,0,0,0,0,0,no
5,0,1,1,1,0,0,0,0,0,0,0,0,no
5,0,0,1,1,0,0,0,0,0,0,0,0,no
5,0,1,1,1,0,0,0,0,0,0,0,0,no
5,0,1,1,1,0,0,0,0,0,0,0,0,no
5,0,1,1,1,0,0,0,0,0,0,0,0,no
5,0,1,1,1,0,0,0,0,0,0,0,0,no
5,0,1,1,1,0,0,0,0,0,0,0,0,no
5,0,0,1,1,0,0,0,0,0,0,0,0,no
5,0,0,1,1,0,0,0,0,0,0,0,0,no
5,0,1,1,1,0,0,0,0,0,0,0,0,no
5,0,1,1,1,0,0,0,0,0,0,0,0,no
5,2,1,1,1,2,0,2,2,1,0,0,0,no
5,10,1,1,1,10,0,10,10,1,1,0,0,no
5,9,1,2,2,9,0,9,4.5,0,0,0,0,no
5,1,0,2,2,1,0,1,0.5,0,0,0,0,no
5,7,1,2,2,7,0,7,3.5,3,2,0,0,no
5,1,0,2,2,1,0,1,0.5,0,0,0,0,no
5,6,1,2,2,6,0,6,3,2,1,0,0,no
5,7,1,2,2,7,0,7,3.5,3,2,0,0,no
5,1,0,2,2,1,0,1,0.5,0,0,0,0,no
5,7,1,2,2,7,0,7,3.5,2,2,0,0,no
5,1,0,2,2,1,0,1,0.5,0,0,0,0,no
5,7,1,2,2,7,0,7,3.5,2,2,0,0,no
5,1,0,2,2,1,0,1,0.5,0,0,0,0,no
5,7,1,2,2,7,0,7,3.5,2,2,0,0,no
5,1,0,2,2,1,0,1,0.5,0,0,0,0,no
5,7,1,2,2,7,0,7,3.5,2,2,0,0,no
5,13,1,2,2,13,0,13,6.5,9,2,0,0,no
5,1,0,2,3,3,2,3,1.666667,1,0,0,0,no
5,1,1,2,3,1,0,1,0.333333,0,0,0,0,no
5,10,1,2,3,10,0,6,3.333333,2,2,0,0,no
5,4,1,2,2,6,2,6,4,3,1,0,0,no
5,7,1,2,3,7,0,4,2.333333,1,2,0,0,no
5,7,1,2,3,7,0,4,2.333333,1,2,0,0,no
5,7,0,2,3,7,0,4,2.333333,1,2,0,0,no
5,1,0,1,1,1,0,1,1,0,0,0,0,no
5,7,1,2,2,7,0,7,3.5,8,1,0,0,no
5,1,1,1,1,1,0,1,1,0,0,0,0,no
5,7,0,1,1,7,0,7,7,2,1,0,0,no
5,0,2,1,1,0,0,0,0,0,0,0,0,no
5,0,1,1,1,0,0,0,0,0,0,0,0,no
5,0,2,1,1,0,0,0,0,0,0,0,0,no
5,0,0,1,1,0,0,0,0,0,0,0,0,no
5,0,0,1,1,0,0,0,0,0,0,0,0,no
5,0,0,1,1,0,0,0,0,0,0,0,0,no
5,0,0,1,1,0,0,0,0,0,0,0,0,no
5,0,0,1,1,0,0,0,0,0,0,0,0,no
5,0,0,1,1,0,0,0,0,0,0,0,0,no
5,0,0,1,1,0,0,0,0,0,0,0,0,no
5,0,3,1,1,0,0,0,0,0,0,0,0,no
5,0,3,1,1,0,0,0,0,0,0,0,0,no
5,0,1,1,1,0,0,0,0,0,0,0,0,no
5,1,0,1,1,1,0,1,1,0,0,0,0,no
5,13,1,1,1,13,0,13,13,4,1,0,0,no
5,1,0,1,1,1,0,1,1,0,0,0,0,no
5,1,0,1,1,1,0,1,1,0,0,0,0,no
5,1,0,1,1,1,0,1,1,0,0,0,0,no
5,1,0,1,1,1,0,1,1,0,0,0,0,no
5,1,0,1,1,1,0,1,1,0,0,0,0,no
5,0,0,1,1,0,0,0,0,0,0,0,0,no
5,0,0,1,1,0,0,0,0,0,0,0,0,no
5,7,0,1,1,7,0,7,7,3,2,0,0,no
5,10,0,1,1,10,0,10,10,4,4,0,0,no
5,9,0,1,1,9,0,9,9,4,2,0,0,no
5,2,0,1,1,2,0,2,2,0,0,0,0,no
5,2,0,1,1,2,0,2,2,1,1,0,0,no
5,1,0,1,1,1,0,1,1,0,0,0,0,no
5,2,0,1,1,2,0,2,2,0,0,0,0,no
5,2,2,1,1,2,0,2,2,0,0,0,0,no
5,7,3,1,1,7,0,7,7,2,2,0,0,no
5,5,2,1,1,5,0,5,5,1,2,0,0,no
5,2,3,1,1,2,0,2,2,0,0,0,0,no
5,7,4,1,1,7,0,7,7,2,2,0,0,no
5,53,4,1,2,53,0,53,26.5,21,5,0,0,no
5,6,4,2,2,6,0,6,3,2,1,0,0,no
5,6,4,2,4,6,0,5,1.5,1,1,0,0,no
5,12,4,2,3,12,0,12,4,1,1,0,0,no
5,2,2,2,2,1,0,1,0.5,0,0,0,0,no
5,14,3,2,2,14,0,14,7,5,2,0,0,no
5,33,5,1,3,34,1,34,11.666667,12,4,0,0,no
5,2,2,1,1,2,0,2,2,3,2,0,0,no
5,1,5,1,1,1,0,1,1,0,0,0,0,no
5,0,3,1,1,0,0,0,0,0,0,0,0,no
5,1,1,1,1,1,0,1,1,0,0,0,0,no
5,10,0,1,1,10,0,10,10,3,2,0,0,no
5,10,2,1,1,10,0,10,10,4,1,0,0,no
5,6,3,1,1,6,0,6,6,1,1,0,0,no
5,3,1,1,1,3,0,3,3,1,1,0,0,no
5,1,1,1,1,1,0,1,1,0,0,0,0,no
5,2,2,1,1,2,0,2,2,0,0,0,0,no
5,1,2,1,1,1,0,1,1,0,0,0,0,no
5,1,3,1,1,1,0,1,1,0,0,0,0,no
5,46,3,2,2,47,1,47,24,13,4,0,0,no
5,7,4,1,1,7,0,7,7,2,1,0,0,no
5,6,1,1,1,6,0,6,6,2,1,0,0,no
5,1,0,1,1,1,0,1,1,0,0,0,0,no
5,3,1,1,1,3,0,3,3,2,1,0,0,no
5,1,1,1,1,1,0,1,1,0,0,0,0,no
5,2,0,1,1,7,0,7,7,1,1,0,0,no
5,10,1,1,1,10,0,10,10,3,2,0,0,no
5,1,0,1,1,1,0,1,1,0,0,0,0,no
5,7,3,1,1,7,0,7,7,3,1,0,0,no
5,11,4,1,1,11,0,11,11,3,1,0,0,no
