ID,Size,Predicted,Actual
132,0,0.000004,NO
133,0,0.000004,NO
134,0,0.000004,NO
135,0,0.000004,NO
136,0,0.000004,NO
137,0,0.000004,NO
138,0,0.000004,NO
139,0,0.000004,NO
140,0,0.000004,NO
141,0,0.000004,NO
142,0,0.000004,NO
143,0,0.000004,NO
144,0,0.000004,NO
145,0,0.000004,NO
146,0,0.000004,NO
147,0,0.000004,NO
148,0,0.000004,NO
149,0,0.000004,NO
150,0,0.000004,NO
151,0,0.000004,NO
152,0,0.000004,NO
153,1,0.001286,NO
154,1,0.000004,NO
155,1,0.001286,NO
156,1,0.000004,NO
157,1,0.001286,NO
158,1,0.000004,NO
159,1,0.001286,NO
160,1,0.000004,NO
161,1,0.001286,NO
162,1,0.000004,NO
163,1,0.001286,NO
164,1,0.000004,NO
165,1,0.001286,NO
166,1,0.000004,NO
167,1,0.001286,NO
168,1,0.000004,NO
169,1,0.001286,NO
170,1,0.000004,NO
171,1,0.001286,NO
172,1,0.000004,NO
173,1,0.001286,NO
174,1,0.000004,NO
175,1,0.001286,NO
176,1,0.000004,NO
177,1,0.001286,NO
178,1,0.000004,NO
179,1,0.001286,NO
180,1,0.000004,NO
181,1,0.001286,NO
182,1,0.000004,NO
183,1,0.001286,NO
184,1,0.000004,NO
185,1,0.001286,NO
186,1,0.000004,NO
187,1,0.001286,NO
188,3,0.000007,NO
189,1,0.001286,NO
190,1,0.000004,NO
191,1,0.001286,NO
192,3,0.000007,NO
193,1,0.001286,NO
194,1,0.000004,NO
195,3,0.002894,NO
196,17,1.000000,NO
197,1,0.001286,NO
198,1,0.000004,NO
199,1,0.001286,NO
200,3,0.000007,NO
201,1,0.001286,NO
202,1,0.000004,NO
203,1,0.000004,NO
204,1,0.001286,NO
205,1,0.000004,NO
206,1,0.001286,NO
207,3,0.000007,NO
208,1,0.001286,NO
209,1,0.000004,NO
210,1,0.001286,NO
211,3,0.000007,NO
212,1,0.000004,NO
213,1,0.001286,NO
214,1,0.000004,NO
215,1,0.001286,NO
216,1,0.000004,NO
217,1,0.001286,NO
218,3,0.000007,NO
219,1,0.000004,NO
220,1,0.000986,NO
221,5,0.000018,NO
222,4,0.000008,NO
223,7,0.005631,NO
224,12,0.010579,NO
225,11,1.000000,NO
226,7,0.005631,NO
227,7,0.000018,NO
228,1,0.000004,NO
229,13,0.001752,NO
230,12,0.000969,NO
231,7,0.000018,NO
232,6,0.011038,NO
233,1,0.000004,NO
234,1,0.000004,NO
235,1,0.000004,NO
236,1,0.000004,NO
237,1,0.000004,NO
238,1,0.000004,NO
239,4,1.000000,NO
240,1,0.000005,NO
241,1,0.000005,NO
242,1,0.000008,NO
243,42,1.000000,NO
244,11,0.534568,NO
245,3,0.000007,NO
246,11,0.006318,NO
247,0,0.000004,NO
248,1,0.000004,NO
249,0,0.000004,NO
250,1,0.000004,NO
251,1,0.000004,NO
252,3,0.000006,NO
253,1,0.000004,NO
254,0,0.000004,NO
255,0,0.000004,NO
256,1,0.000004,NO
257,1,0.000004,NO
258,1,0.000004,NO
259,2,0.000004,NO
260,2,0.000004,NO
261,1,0.000004,NO
262,1,0.000004,NO
263,10,0.116332,YES
264,9,0.080797,NO
265,9,0.119865,NO
266,0,0.000006,NO
267,0,0.000004,NO
268,0,0.000006,NO
269,0,0.000004,NO
270,1,0.000005,NO
271,0,0.000009,NO
272,1,0.000004,NO
273,9,1.000000,NO
274,13,1.000000,NO
275,1,0.000004,NO
276,2,0.000004,NO
277,0,0.000004,NO
278,0,0.000004,NO
279,8,0.002315,NO
280,13,0.997519,NO
281,0,0.000004,NO
282,0,0.000006,NO
283,0,0.000009,NO
284,18,1.000000,NO
285,4,0.000012,NO
286,21,0.999999,NO
287,4,0.000035,NO
288,19,0.999798,NO
289,4,0.000035,NO
290,15,0.566421,NO
291,10,0.025833,NO
292,4,0.000035,NO
293,10,0.000342,NO
294,2,0.000005,NO
295,9,0.999978,NO
296,2,0.000005,NO
297,9,0.999978,NO
298,5,0.536535,NO
299,15,0.036173,NO
300,13,0.898761,NO
301,50,1.000000,NO
302,9,0.155276,YES
303,32,1.000000,YES
304,1,0.000004,NO
305,1,0.000004,NO
306,1,0.000004,NO
307,1,0.000004,NO
308,1,0.000004,NO
309,1,0.000004,NO
310,1,0.000008,NO
311,1,0.000004,NO
312,1,0.000004,NO
313,1,0.000004,NO
314,1,0.000004,NO
315,1,0.000004,NO
316,1,0.000004,NO
317,8,0.000123,NO
318,6,0.000007,NO
319,3,0.000036,NO
320,7,0.000120,NO
321,12,0.000157,NO
322,5,0.000011,NO
323,3,0.004005,NO
324,49,1.000000,NO
325,1,0.000004,NO
326,1,0.000005,NO
327,1,0.000004,NO
328,28,0.999985,NO
329,36,1.000000,NO
330,11,0.001485,NO
331,24,0.999999,NO
332,3,0.000008,NO
333,10,0.000230,NO
334,14,1.000000,NO
335,12,0.000247,NO
336,19,0.315915,NO
337,13,0.086292,NO
338,5,0.000007,NO
339,18,0.968646,NO
340,1,0.000005,NO
341,7,0.000120,NO
342,1,0.000004,NO
343,4,0.000026,NO
344,5,0.000034,NO
345,4,0.000026,NO
346,4,0.000029,NO
347,5,0.000034,NO
348,4,0.000026,NO
349,5,0.000034,NO
350,4,0.000026,NO
351,5,0.000034,NO
352,4,0.000026,NO
353,5,0.000034,NO
354,4,0.000026,NO
355,5,0.000034,NO
356,4,0.000026,NO
357,4,0.000029,NO
358,5,0.000034,NO
359,5,0.000034,NO
360,5,0.000034,NO
361,5,0.000034,NO
362,5,0.000030,NO
363,4,0.000026,NO
364,5,0.000034,NO
365,4,0.000029,NO
366,4,1.000000,NO
367,4,1.000000,NO
368,5,1.000000,NO
369,5,1.000000,NO
370,4,0.000026,NO
371,0,0.000004,NO
372,1,0.000986,NO
373,1,0.000004,NO
374,1,0.000004,NO
375,3,0.000008,NO
376,1,0.000004,NO
377,1,0.000004,NO
378,3,0.000008,NO
379,5,0.002269,NO
380,5,0.000034,NO
381,5,0.000034,NO
382,3,0.000004,NO
383,8,0.000051,NO
384,8,0.000313,NO
385,1,0.000004,NO
386,9,0.000160,NO
387,20,1.000000,NO
388,0,0.000004,NO
389,0,0.000004,NO
390,0,0.000004,NO
391,0,0.000004,NO
392,0,0.000004,NO
393,0,0.000004,NO
394,0,0.000004,NO
395,0,0.000004,NO
396,0,0.000004,NO
397,0,0.000004,NO
398,0,0.000004,NO
399,0,0.000004,NO
400,0,0.000004,NO
401,0,0.000004,NO
402,0,0.000004,NO
403,0,0.000004,NO
404,0,0.000004,NO
405,0,0.000004,NO
406,0,0.000004,NO
407,0,0.000004,NO
408,0,0.000004,NO
409,0,0.000004,NO
410,0,0.000004,NO
411,0,1.000000,NO
412,0,1.000000,NO
413,0,1.000000,NO
414,0,1.000000,NO
415,2,0.000004,NO
416,10,0.000062,NO
417,9,0.003163,NO
418,1,0.000986,NO
419,7,0.014095,NO
420,1,0.000986,NO
421,6,0.003220,NO
422,7,0.014095,NO
423,1,0.000986,NO
424,7,0.012097,NO
425,1,0.000986,NO
426,7,0.012097,NO
427,1,0.000986,NO
428,7,0.012097,NO
429,1,0.000986,NO
430,7,0.012097,NO
431,13,0.998366,NO
432,1,0.070047,NO
433,1,0.053456,NO
434,10,0.484401,NO
435,4,0.005510,NO
436,7,0.319759,NO
437,7,0.319759,NO
438,7,0.294364,NO
439,1,0.000004,NO
440,7,0.120876,NO
441,1,0.000004,NO
442,7,0.000077,NO
443,1,1.000000,NO
444,1,1.000000,NO
445,10,1.000000,NO
446,4,1.000000,NO
447,0,0.000006,NO
448,0,0.000004,NO
449,0,0.000006,NO
450,0,0.000004,NO
451,0,0.000004,NO
452,0,0.000004,NO
453,0,0.000004,NO
454,0,0.000004,NO
455,0,0.000004,NO
456,0,0.000004,NO
457,0,0.000009,NO
458,0,0.000009,NO
459,0,0.000004,NO
460,1,0.000004,NO
461,1,0.021210,NO
462,15,0.117734,NO
463,1,0.000004,NO
464,1,0.000004,NO
465,1,0.000004,NO
466,1,0.000004,NO
467,1,0.000004,NO
468,0,0.000004,NO
469,0,0.000004,NO
470,7,0.000064,NO
471,10,0.044888,NO
472,9,0.000171,NO
473,2,0.000004,NO
474,2,0.000007,NO
475,1,0.000004,NO
476,2,0.000004,NO
477,1,0.000004,NO
478,2,0.000005,NO
479,7,0.000127,NO
480,5,0.000045,NO
481,2,0.000008,NO
482,7,0.000230,NO
483,56,1.000000,NO
484,6,0.000095,NO
485,1,0.000008,NO
486,3,0.000009,NO
487,3,0.000048,NO
488,6,0.049916,NO
489,5,1.000000,NO
490,39,1.000000,NO
491,6,0.000225,NO
492,12,0.752930,NO
493,2,0.001459,NO
494,14,1.000000,NO
495,33,1.000000,NO
496,2,0.000041,NO
497,1,0.000142,NO
498,0,0.000009,NO
499,1,0.000004,NO
500,10,0.000216,NO
501,10,0.000130,NO
502,6,0.000028,NO
503,3,0.000036,NO
504,1,0.000004,NO
505,2,0.000005,NO
506,1,0.000005,NO
507,1,0.000008,NO
508,46,1.000000,NO
509,7,0.000074,NO
510,6,0.000065,NO
511,1,0.000004,NO
512,3,0.000039,NO
513,1,0.000018,NO
514,2,0.000014,NO
515,10,0.000243,YES
516,1,0.000004,NO
517,7,0.000208,NO
518,11,0.002139,NO
519,5,0.000065,NO
520,29,1.000000,NO
521,15,0.964292,NO
522,26,1.000000,NO
523,5,1.000000,NO
524,41,1.000000,YES
525,1,0.002671,NO
526,20,1.000000,NO
527,7,0.000475,NO
528,12,0.000925,NO
529,1,0.000004,NO
530,1,0.000004,NO
531,2,0.000007,NO
532,1,0.000004,NO
533,3,0.000011,NO
534,1,0.000004,NO
535,7,0.000240,NO
536,1,0.000004,NO
537,1,0.000008,NO
538,1,0.000005,NO
539,1,0.000015,NO
540,5,0.000011,NO
541,5,0.000015,NO
542,5,0.000010,NO
543,5,0.000011,NO
544,5,0.000010,NO
545,6,0.000043,NO
546,1,0.000008,NO
547,2,0.000004,NO
548,1,0.000004,NO
549,1,0.000004,NO
550,12,0.012882,NO
551,48,1.000000,NO
552,24,0.999999,NO
553,1,0.000004,NO
554,1,0.000004,NO
555,2,0.000004,NO
556,1,0.000004,NO
557,3,0.000011,NO
558,1,0.000004,NO
559,53,1.000000,NO
560,8,0.691201,NO
561,3,0.125628,NO
562,9,0.912566,NO
563,6,0.028571,NO
564,5,0.010262,NO
565,23,1.000000,NO
566,7,0.000109,NO
567,6,0.000072,NO
568,4,0.000031,NO
569,5,0.008281,NO
570,1,0.003584,NO
571,1,0.003584,NO
572,49,1.000000,NO
573,14,0.068574,NO
574,5,0.000049,NO
575,9,0.001721,YES
576,1,0.031868,NO
577,39,1.000000,NO
578,1,0.000015,NO
579,1,0.000005,NO
580,30,1.000000,NO
581,19,0.999684,NO
582,6,0.000026,NO
583,12,0.000357,NO
584,2,0.000015,NO
585,3,0.000016,NO
586,3,0.000016,NO
587,3,0.000016,NO
588,12,0.002334,NO
589,7,0.000082,NO
590,7,0.000082,NO
591,6,0.000026,NO
592,12,1.000000,NO
593,12,1.000000,NO
594,9,1.000000,NO
595,38,1.000000,NO
596,4,0.000023,NO
597,0,0.000004,NO
598,10,0.023753,NO
599,1,0.000004,NO
600,1,0.000004,NO
601,3,0.000008,NO
602,1,0.000004,NO
603,1,0.000004,NO
604,3,0.000008,NO
605,5,0.000022,NO
606,1,0.000008,NO
607,3,0.000031,NO
608,4,0.000012,NO
609,1,0.000005,NO
610,1,0.000004,NO
611,1,0.000004,NO
612,1,0.000004,NO
613,1,0.000004,NO
614,1,0.000004,NO
615,1,0.000005,NO
616,1,0.000004,NO
617,1,0.000004,NO
618,1,0.000005,NO
619,3,0.000011,NO
620,3,0.000011,NO
621,3,0.000011,NO
622,3,0.000011,NO
623,3,0.000011,NO
624,3,0.000011,NO
625,3,0.000011,NO
626,3,0.000011,NO
627,3,0.000011,NO
628,3,0.000011,NO
629,3,0.000011,NO
630,3,0.000011,NO
631,3,0.000011,NO
632,3,0.000011,NO
633,3,0.000011,NO
634,3,0.000017,NO
635,3,0.000011,NO
636,3,0.000011,NO
637,3,0.000011,NO
638,3,0.000011,NO
639,3,0.000011,NO
640,3,0.000031,NO
641,3,0.000017,NO
642,3,0.000289,NO
643,3,0.000017,NO
644,3,0.000011,NO
645,3,0.000011,NO
646,3,0.000017,NO
647,3,0.000017,NO
648,1,0.000004,NO
649,1,0.000004,NO
650,1,0.000004,NO
651,1,0.000004,NO
652,1,0.000004,NO
653,1,0.000004,NO
654,1,0.000004,NO
655,1,0.000004,NO
656,1,0.000004,NO
657,1,0.000004,NO
658,2,0.000004,NO
659,9,0.000065,NO
660,1,0.000004,NO
661,1,0.000004,NO
662,0,0.000004,NO
663,11,0.000458,YES
664,5,0.003177,NO
665,10,0.000055,NO
666,6,0.000012,NO
667,6,0.000012,NO
668,17,0.906471,YES
669,12,0.000157,NO
670,5,0.000011,NO
671,3,0.004005,NO
672,21,1.000000,NO
673,1,0.000004,NO
674,1,0.000004,NO
675,1,0.000005,NO
676,23,0.999997,NO
677,22,1.000000,NO
678,30,1.000000,NO
679,7,0.000095,NO
680,18,1.000000,NO
681,1,0.000004,NO
682,2,0.000004,NO
683,7,0.000018,NO
684,4,0.000009,NO
685,3,0.000007,NO
686,1,0.000004,NO
687,23,0.999741,NO
688,8,0.019979,NO
689,15,0.095535,NO
690,45,1.000000,NO
691,11,1.000000,NO
692,6,0.004671,NO
693,20,0.999105,NO
694,2,0.000004,NO
695,12,0.001221,NO
696,2,0.000008,NO
697,5,0.069594,NO
698,34,1.000000,NO
699,4,0.000028,NO
700,1,0.000004,NO
701,1,0.000005,NO
702,7,0.002607,NO
703,1,0.000008,NO
704,3,0.000011,NO
705,0,0.000004,NO
706,0,0.000004,NO
707,0,0.000004,NO
708,1,0.000004,NO
709,6,0.000046,NO
710,12,1.000000,NO
711,19,0.993624,YES
712,0,0.000004,NO
713,1,0.000008,NO
714,1,0.000004,NO
715,6,1.000000,NO
716,4,0.000026,NO
717,0,0.000004,NO
718,6,0.000075,NO
719,1,0.000004,NO
720,1,0.000004,NO
721,3,0.000008,NO
722,1,0.000004,NO
723,1,0.000004,NO
724,3,0.000008,NO
725,1,0.000004,NO
726,35,1.000000,NO
727,1,0.000004,NO
728,1,0.000004,NO
729,1,0.000005,NO
730,1,0.000004,NO
731,1,0.000004,NO
732,1,0.000004,NO
733,36,1.000000,YES
734,48,1.000000,NO
735,1,0.000008,NO
736,1,0.000004,NO
737,1,0.000005,NO
738,6,0.000056,NO
739,1,0.000142,NO
740,1,0.000005,NO
741,1,0.000142,NO
742,1,0.000142,NO
743,1,0.000004,NO
744,1,0.000004,NO
745,1,0.000004,NO
746,1,0.000004,NO
747,11,0.017805,NO
748,1,0.000004,NO
749,1,0.000004,NO
750,1,0.000004,NO
751,16,0.093315,NO
752,2,0.000008,NO
753,2,0.000004,NO
754,3,0.000007,NO
755,3,0.000008,NO
756,1,0.000004,NO
757,1,0.000004,NO
758,1,0.000004,NO
759,1,0.000004,NO
760,1,0.000004,NO
761,1,0.000004,NO
762,1,0.000004,NO
763,1,0.000004,NO
764,1,0.000004,NO
765,1,0.000004,NO
766,1,0.000004,NO
767,1,1.000000,NO
768,1,1.000000,NO
769,1,0.000004,NO
770,1,0.000004,NO
771,2,0.000004,NO
772,0,0.000004,NO
773,1,0.000004,NO
774,16,1.000000,NO
775,9,0.118980,NO
776,10,1.000000,NO
777,10,0.208033,NO
778,5,0.002466,NO
779,5,0.000006,NO
780,1,0.000004,NO
781,22,1.000000,YES
782,17,1.000000,NO
783,22,1.000000,NO
784,25,1.000000,NO
785,38,1.000000,NO
786,9,0.999997,NO
787,5,0.000010,NO
788,5,0.000010,NO
789,12,0.000157,NO
790,5,0.000011,NO
791,3,0.004005,NO
792,37,1.000000,NO
793,1,0.000005,NO
794,1,0.000142,NO
795,1,0.000015,NO
796,3,0.000012,NO
797,20,0.065909,NO
798,0,0.000004,NO
799,0,0.000006,NO
800,1,0.000004,NO
801,1,0.000004,NO
802,6,0.000007,NO
803,1,0.000004,NO
804,12,0.000157,NO
805,5,0.000011,NO
806,3,0.004005,NO
807,41,1.000000,NO
808,4,0.308197,NO
809,1,0.000004,NO
810,1,1.000000,NO
811,1,0.000004,NO
812,1,0.000004,NO
813,1,0.000004,NO
814,1,0.000015,NO
815,1,0.000015,NO
816,1,0.000015,NO
817,2,0.000015,NO
818,2,0.000015,NO
819,1,0.000015,NO
820,2,0.000004,NO
821,1,0.000004,NO
822,1,0.000004,NO
823,1,0.000004,NO
824,1,0.000004,NO
825,3,0.000007,NO
826,5,0.000046,NO
827,1,0.000004,NO
828,3,0.000017,NO
829,2,0.000015,NO
830,2,0.000030,NO
831,1,0.000008,NO
832,1,0.000015,NO
833,4,0.000010,NO
834,1,0.000008,NO
835,2,0.000275,NO
836,1,0.000008,NO
837,2,0.000141,NO
838,5,0.000107,NO
839,4,0.000009,NO
840,1,0.000004,NO
841,3,0.000009,NO
842,15,0.008945,NO
843,3,0.000016,NO
844,4,0.000005,NO
845,1,0.000004,NO
846,4,0.000019,NO
847,1,0.000004,NO
848,1,0.000004,NO
849,1,0.000004,NO
850,1,0.000004,NO
851,1,0.000004,NO
852,1,0.000004,NO
853,3,0.000007,NO
854,0,0.000004,NO
855,9,0.000268,NO
856,0,0.000016,NO
857,2,0.000030,NO
858,0,0.000009,NO
859,0,0.000016,NO
860,1,0.000037,NO
861,2,0.000275,NO
862,1,0.000008,NO
863,0,0.000153,NO
864,0,0.000016,NO
865,0,0.000016,NO
866,0,0.000016,NO
867,0,0.000016,NO
868,0,0.000016,NO
869,3,0.000008,NO
870,1,0.000004,NO
871,1,0.000004,NO
872,1,0.000004,NO
873,3,0.000009,NO
874,6,0.000056,NO
875,1,0.000015,NO
876,4,0.000005,NO
877,1,0.000004,NO
878,1,0.000008,NO
879,1,0.000015,NO
880,0,0.000016,NO
881,3,0.000004,NO
882,1,0.000004,NO
883,1,0.000004,NO
884,18,0.836200,NO
885,9,0.000157,NO
886,3,0.000016,NO
887,0,0.000087,NO
888,1,0.000004,NO
889,4,0.000005,NO
890,3,0.000009,NO
891,7,0.000074,NO
892,3,0.000016,NO
893,4,0.000005,NO
894,1,0.000004,NO
895,1,0.000004,NO
896,1,0.000004,NO
897,1,0.000004,NO
898,1,0.000004,NO
899,0,0.000004,NO
900,3,0.000009,NO
901,1,0.000015,NO
902,3,0.000016,NO
903,1,0.000008,NO
904,1,0.000015,NO
905,4,0.000010,NO
906,1,0.000008,NO
907,3,0.000148,NO
908,1,0.000008,NO
909,16,0.850517,NO
910,4,0.000005,NO
911,1,0.000004,NO
912,1,0.000004,NO
913,1,0.000004,NO
914,1,0.000008,NO
915,9,0.000394,NO
916,1,0.000005,NO
917,1,0.000008,NO
918,1,0.001113,NO
919,2,0.000275,NO
920,1,0.000015,NO
921,4,0.000010,NO
922,0,0.000016,NO
923,1,0.000008,NO
924,1,0.000015,NO
925,1,0.000008,NO
926,1,0.000008,NO
927,7,0.000338,NO
928,7,0.000338,NO
929,7,0.000230,NO
930,4,0.000035,NO
931,4,0.000035,NO
932,1,0.000004,NO
933,0,0.000004,NO
934,4,0.009954,NO
935,1,0.000005,NO
936,1,0.000008,NO
937,1,0.000008,NO
938,9,0.001347,NO
939,5,0.000381,NO
940,1,0.000008,NO
941,5,0.000041,NO
942,1,0.000015,NO
943,3,0.000004,NO
944,10,0.000216,NO
945,1,0.000004,NO
946,1,0.000005,NO
947,0,0.000004,NO
948,7,0.000240,NO
949,1,0.000004,NO
950,1,0.000005,NO
951,1,0.000008,NO
952,1,0.000008,NO
953,40,1.000000,NO
954,5,0.000381,NO
955,3,0.000004,NO
956,0,0.000006,NO
957,0,0.000006,NO
958,1,0.000016,NO
959,12,0.001501,NO
960,1,0.000004,NO
961,4,0.000019,NO
962,1,0.000008,NO
963,1,0.000004,NO
964,1,0.000004,NO
965,1,0.000004,NO
966,1,0.000004,NO
967,0,0.000004,NO
968,1,0.000004,NO
969,12,0.008113,NO
970,1,0.000008,NO
971,1,0.000004,NO
972,1,0.000008,NO
973,0,0.000016,NO
974,0,0.000016,NO
975,2,0.000004,NO
976,3,0.000009,NO
977,32,1.000000,NO
978,3,0.000016,NO
979,4,0.000005,NO
980,1,0.000004,NO
981,1,0.000004,NO
982,1,0.000004,NO
983,5,0.079283,NO
984,1,0.001111,NO
985,1,0.001468,NO
986,1,0.000004,NO
987,1,0.000004,NO
988,1,0.000016,NO
989,1,0.000016,NO
990,1,0.000004,NO
991,1,0.000016,NO
992,1,0.000016,NO
993,1,0.000016,NO
994,1,0.000016,NO
995,27,1.000000,NO
996,0,0.000009,NO
997,0,0.000016,NO
998,0,0.000016,NO
999,1,0.000004,NO
1000,1,0.000004,NO
1001,1,0.000004,NO
1002,1,0.000004,NO
1003,4,0.000009,NO
1004,5,0.000046,NO
1005,1,0.000004,NO
1006,9,0.000127,NO
1007,1,0.000015,NO
1008,5,0.000044,NO
1009,1,0.000008,NO
1010,1,0.000015,NO
1011,4,0.000010,NO
1012,1,0.000008,NO
1013,5,0.000412,NO
1014,1,0.000008,NO
1015,4,0.000166,NO
1016,5,0.000107,NO
1017,6,0.000015,NO
1018,1,0.000008,NO
1019,3,0.000016,NO
1020,0,0.000004,NO
1021,0,0.000004,NO
1022,0,0.000004,NO
1023,0,0.000006,NO
1024,0,0.000004,NO
1025,0,0.000006,NO
1026,0,0.000004,NO
1027,0,0.000004,NO
1028,0,0.000004,NO
1029,0,0.000004,NO
1030,0,0.000004,NO
1031,0,0.000004,NO
1032,0,0.000004,NO
1033,0,0.000004,NO
1034,0,0.000004,NO
1035,1,0.000004,NO
1036,1,0.000986,NO
1037,1,0.000004,NO
1038,1,0.069440,NO
1039,1,0.001111,NO
1040,1,0.001468,NO
1041,1,0.001111,NO
1042,1,0.000004,NO
1043,1,0.000988,NO
1044,1,0.000988,NO
1045,1,0.000004,NO
1046,1,0.000988,NO
1047,1,0.000988,NO
1048,4,0.000039,NO
1049,1,0.000004,NO
1050,1,0.000004,NO
1051,1,0.000004,NO
1052,1,0.000004,NO
1053,1,0.000356,NO
1054,7,0.000688,NO
1055,1,0.000005,NO
1056,1,0.000004,NO
1057,1,0.000004,NO
1058,1,0.000004,NO
1059,3,0.000007,NO
1060,1,0.000004,NO
1061,3,0.000009,NO
1062,2,0.000015,NO
1063,1,1.000000,NO
1064,3,0.000016,NO
1065,1,0.000008,NO
1066,1,1.000000,NO
1067,4,0.000010,NO
1068,1,0.000008,NO
1069,3,0.000148,NO
1070,1,0.000008,NO
1071,35,1.000000,NO
1072,1,0.000004,NO
1073,1,0.000004,NO
1074,1,0.000004,NO
1075,1,0.000004,NO
1076,0,0.000004,NO
1077,5,0.000024,NO
1078,21,0.964555,NO
1079,1,0.000015,NO
1080,1,0.000015,NO
1081,1,0.000008,NO
1082,1,0.000015,NO
1083,1,0.000008,NO
1084,1,0.000142,NO
1085,1,0.000008,NO
1086,1,0.000142,NO
1087,3,0.000004,NO
1088,5,0.000011,NO
1089,2,0.000008,NO
1090,1,0.000004,NO
1091,1,0.000004,NO
1092,3,0.000009,NO
1093,20,1.000000,NO
1094,11,1.000000,NO
1095,8,0.008751,NO
1096,22,0.999999,NO
1097,3,0.000016,NO
1098,4,0.002961,NO
1099,4,0.000005,NO
1100,2,0.000005,NO
1101,3,0.000009,NO
1102,6,0.000026,NO
1103,3,0.000016,NO
1104,4,0.000005,NO
1105,2,0.000005,NO
1106,1,0.000004,NO
1107,1,0.000004,NO
1108,1,0.000004,NO
1109,1,0.000004,NO
1110,3,0.000007,NO
1111,1,0.000004,NO
1112,3,0.000009,NO
1113,1,0.000015,NO
1114,3,0.000016,NO
1115,1,0.000008,NO
1116,1,0.000015,NO
1117,4,0.000010,NO
1118,1,0.000008,NO
1119,3,0.000148,NO
1120,1,0.000008,NO
1121,11,0.003604,NO
1122,4,0.000005,NO
1123,1,0.000004,NO
1124,36,1.000000,NO
1125,11,0.013743,NO
1126,3,0.000031,NO
1127,3,0.000004,NO
1128,1,0.000008,NO
1129,3,0.000016,NO
1130,1,0.000015,NO
1131,3,0.000004,NO
1132,1,0.000008,NO
1133,3,0.000016,NO
1134,1,0.000015,NO
1135,3,0.000004,NO
1136,0,0.000016,NO
1137,1,0.000004,NO
1138,1,0.000004,NO
1139,1,0.000004,NO
1140,5,0.000023,NO
1141,1,0.000005,NO
1142,1,0.000005,NO
1143,1,0.000005,NO
1144,1,0.000005,NO
1145,1,0.000005,NO
1146,1,0.000004,NO
1147,1,0.000004,NO
1148,5,0.003649,NO
1149,3,0.002841,NO
1150,3,0.002841,NO
