Release,LOC,#Parameters,#Authors,#Revisions,StmtAdded,StmtDeleted,MaxChurn,AvgChurn,#Branches,NestingDepth,NFix,NSmells,Buggy
3,3,0,1,1,3,0,3,3,1,1,0,0,no
3,10,1,1,2,10,0,6,5,3,2,0,0,no
3,10,1,1,2,10,0,6,5,3,2,0,0,no
3,10,1,1,2,10,0,6,5,3,2,0,0,no
3,10,1,1,2,10,0,6,5,3,2,0,0,no
3,10,1,1,2,10,0,6,5,3,2,0,0,no
3,10,1,1,2,10,0,6,5,3,2,0,0,no
3,10,1,1,1,10,0,10,10,3,2,0,0,no
3,10,1,1,1,10,0,10,10,3,2,0,0,no
3,18,1,2,6,18,0,8,3,8,1,0,0,no
3,20,1,2,2,20,0,18,10,9,1,0,0,no
3,10,1,1,2,10,0,6,5,3,2,0,0,no
3,10,1,1,1,10,0,10,10,3,2,0,0,no
3,10,1,1,1,10,0,10,10,3,2,0,0,no
3,10,1,1,1,10,0,10,10,3,2,0,0,no
3,10,1,1,2,10,0,6,5,3,2,0,0,no
3,58,1,2,14,58,0,30,4.142857,0,0,0,0,no
3,10,1,1,1,10,0,10,10,2,2,0,0,no
3,6,1,1,1,6,0,6,6,2,1,0,0,no
3,3,1,1,1,3,0,3,3,0,0,0,0,no
3,10,1,1,1,10,0,10,10,2,1,0,0,no
3,4,0,1,1,4,0,4,4,2,2,0,0,no
3,53,1,1,3,53,0,29,17.666667,13,4,0,0,no
3,30,0,1,3,90,60,74,50,6,3,0,0,no
3,13,3,1,1,13,0,13,13,6,2,0,0,yes
3,24,0,1,2,24,0,24,12,8,3,0,0,no
3,45,1,1,1,45,0,45,45,13,6,0,0,no
3,35,1,1,1,35,0,35,35,6,4,0,0,no
3,34,1,1,1,34,0,34,34,6,4,0,0,no
3,8,0,1,1,8,0,8,8,0,0,0,0,no
3,22,1,3,3,22,0,22,7.333333,1,1,0,0,no
3,14,1,2,2,14,0,14,7,1,1,0,0,no
3,5,0,1,1,5,0,5,5,0,0,0,0,no
3,14,2,1,1,14,0,14,14,1,1,0,0,no
3,1,0,1,1,1,0,1,1,0,0,0,0,no
3,1,0,1,1,1,0,1,1,0,0,0,0,no
3,2,8,1,1,2,0,2,2,0,0,0,0,no
3,76,2,3,10,91,15,33,10.6,9,2,0,0,no
3,49,2,1,7,64,15,39,11.285714,7,2,0,0,no
3,30,3,1,2,30,0,19,15,10,7,0,0,no
3,26,2,1,2,40,14,40,27,8,3,0,0,no
3,35,0,1,1,35,0,35,35,6,3,0,0,no
3,1,6,1,1,1,0,1,1,0,0,0,0,no
3,18,6,1,1,18,0,18,18,4,3,0,0,no
3,33,6,1,1,33,0,33,33,5,3,0,0,no
3,1,6,1,1,1,0,1,1,0,0,0,0,no
3,27,6,1,1,27,0,27,27,7,4,0,0,yes
3,47,3,1,3,47,0,47,15.666667,12,3,0,0,no
3,42,4,1,3,42,0,42,14,12,3,0,0,no
3,11,0,3,3,11,0,6,3.666667,3,2,0,0,no
3,33,0,2,5,33,0,30,6.6,3,2,0,0,no
3,9,0,1,1,9,0,9,9,1,1,0,0,no
3,19,1,2,2,19,0,16,9.5,6,3,0,0,no
3,7,2,2,2,8,1,8,4.5,3,1,0,0,no
3,59,3,3,7,60,1,53,8.714286,12,3,0,0,no
3,32,4,2,4,25,0,18,6.25,7,3,0,0,no
3,35,0,2,3,25,19,25,14.666667,7,3,0,0,no
3,64,1,1,2,64,0,64,32,15,3,0,0,no
3,31,4,4,6,31,0,11,5.166667,7,2,0,0,no
3,30,2,1,1,30,0,30,30,6,2,0,0,no
3,44,4,1,2,44,0,41,22,7,2,0,0,no
3,32,7,2,3,32,0,31,10.666667,5,1,0,0,no
3,39,1,2,2,39,0,39,19.5,7,4,0,0,no
3,64,7,2,2,64,0,58,32,13,5,0,0,no
3,10,1,1,1,10,0,10,10,1,1,0,0,no
3,32,2,3,4,32,0,29,8,5,3,0,0,no
3,35,0,3,3,14,0,11,4.666667,8,3,0,0,no
3,53,5,2,4,53,0,50,13.25,13,3,0,0,no
3,17,0,3,6,20,1,18,3.5,8,3,0,0,no
3,1,6,1,1,1,0,1,1,0,0,0,0,no
3,1,6,1,1,1,0,1,1,0,0,0,0,no
3,37,1,2,4,37,0,29,9.25,16,5,0,0,no
3,1,6,1,1,1,0,1,1,0,0,0,0,no
3,1,6,1,1,1,0,1,1,0,0,0,0,no
3,33,3,3,3,33,0,26,11,3,2,0,0,no
3,38,0,1,2,38,0,38,19,5,2,0,0,no
3,31,2,1,1,26,0,26,26,5,2,0,0,no
3,34,3,1,1,34,0,34,34,4,1,0,0,no
3,16,1,1,1,16,0,16,16,8,4,0,0,no
3,33,3,1,1,33,0,33,33,5,2,0,0,yes
3,32,3,2,2,33,1,33,17,8,4,0,0,yes
3,31,0,2,2,31,0,27,15.5,7,3,0,0,yes
3,33,3,2,2,33,0,26,16.5,6,2,0,0,yes
3,15,7,1,1,15,0,15,15,3,1,0,0,no
4,69,1,1,3,69,0,61,23,5,1,1,0,no
4,50,3,1,1,50,0,50,50,11,5,0,0,no
4,88,1,2,3,88,0,84,29.333333,20,7,0,0,no
